872.525;3382.31
801.015;4147.31
724.922;4368.98
660.289;4259.65
642.847;3576.97
654.266;2840.34
890.706;310.367
636.373;2285.05
607.025;2245.69
576.7;2219.72
890.706;310.367
394.056;2787.06
890.706;310.367
890.706;310.367
890.706;310.367
890.706;310.367
251.825;2489.65
249.95;2362.66
242.862;2264.79
-97.8005;3126.94
-112.048;3015.49
890.706;310.367
890.706;310.367
890.706;310.367
5.02609;2268.37
-24.7311;2243.57
-74.3032;2259.57
-108.634;2243.31
-152.659;2244.94
-486.619;2760.81
-498.869;2684.62
-519.289;2625.84
-541.298;2572.16
-570.111;2530.95
-591.156;2479.52
-591.19;2400.3
-623.884;2369.29
-641.997;2319.48
-637.747;2243.01
-656.03;2197.48
-679.02;2158.77
-699.15;2117.57
-715.631;2073.29
-734.486;2032.62
-742.63;1981.83
-762.306;1943.93
-776.095;1901.02
-789.63;1858.82
-805.938;1819.95
-817.613;1777.73
-832.954;1739.39
-845.918;1699.72
-861.985;1663.09
-879.711;1628.12
-860.19;1566.7
-896.655;1546.19
-878.832;1488.76
-915.965;1468.49
-912.07;1422.09
-929.477;1389.43
-936.735;1351.07
-944.968;1313.74
-969.285;1285.27
-987.803;1253.55
-1011.19;1224.09
-1017.76;1186.59
-1014.44;1145.12
-1023.18;1109.43
-1050.78;1081.44
-1041.48;1038.97
-1071.8;1011.53
-1083.73;977.177
-1076.01;936.549
-1121.13;912.451
-855.95;800.044
-848.751;765.437
-852.542;734.065
-854.792;702.481
-880.957;676
-899.844;647.43
197.676;428.342
195.723;416.229
197.945;403.551
188.479;392.374
182.179;380.599
253.819;362.291
287.939;348.933
288.357;338.361
287.96;327.845
296.746;317.219
290.717;306.816
283.872;296.182
204.279;282.328
146.971;266.974
154.822;254.531
-289.152;200.103
-362.583;171.137
-343.102;151.457
-318.373;133.139
-333.844;108.981
-341.948;85.4869
-320.187;67.5476
-385.125;31.2789
-420.926;-0.634719
-1125.46;-205.013
-1126.77;-243.032
-1080.34;-267.467
-1031.77;-289.857
-981.137;-310.103
-930.393;-328.768
-863.64;-339.946
190.261;36.7244
195.144;24.5415
271.855;43.3473
267.499;28.4661
263.476;13.3528
257.104;-3.31638
272.447;-9.27476
288.681;-14.3199
293.568;-25.2673
301.242;-34.6273
309.915;-43.302
321.246;-50.1748
331.802;-57.3104
336.653;-68.1368
337.632;-81.7976
340.533;-94.3532
343.705;-106.926
345.581;-120.751
374.07;-113.084
316.749;-177.057
374.897;-143.406
332.632;-198.138
262.315;-282.608
288.494;-278.109
313.618;-273.593
254.168;-356.643
257.774;-376.475
225.986;-436.724
69.7143;-645.442
96.0943;-648.077
96.0753;-682.882
133.693;-670.475
145.553;-690.757
178.296;-682.485
200.851;-687.364
213.38;-706.743
225.298;-727.669
249.289;-729.761
271.11;-734.776
296.372;-733.265
316.595;-739.968
332.692;-754.257
351.357;-763.833
371.92;-769.477
396.268;-766.552
412.731;-780.513
438.777;-772.078
457.368;-780.73
477.535;-785.319
491;-808.372
517.625;-794.334
534.838;-807.347
553.825;-815.304
570.013;-833.529
590.532;-837.017
610.366;-843.053
634.703;-829.232
654.429;-834.505
667.231;-876.781
689.997;-868.671
711.207;-868.04
729.801;-885.859
750.703;-888.485
771.055;-896.716
792.383;-895.631
813.062;-903.151
833.417;-922.302
855.2;-914.118
876.414;-928.55
897.968;-916.611
919.824;-935.292
942.172;-949.582
965.085;-964.464
988.533;-978.926
1010.46;-971.049
1035.46;-992.617
1061.37;-1014.69
1082.87;-1000.62
1105.72;-997.07
1134.43;-1025.58
1163.61;-1050.54
1183.68;-1028.96
1213.7;-1051.86
1191.61;-866.781
890.706;310.367
1299.75;-1084.91
1311.52;-1037.47
1173.88;-543.922
1292.07;-833.245
1332.47;-881.388
1384.14;-952.669
1379.88;-880.044
1379.19;-821.744
1429.78;-881.38
1434.66;-838.35
1471.49;-862.737
1440.43;-752.932
1455.11;-736.135
1495.34;-765.354
1468.56;-676.963
1443.05;-596.691
1530.48;-700.129
1523.29;-651.215
1484.13;-558.283
1577.28;-657.92
1584;-632.096
1594.89;-612.697
1605.93;-593.992
1611.46;-568.997
1618.93;-547.138
1617.93;-516.278
1624.84;-495.33
1642.22;-486.031
1637.83;-454.199
1650.35;-440.34
1672.74;-435.943
1662.12;-400.496
1670.67;-383.601
1678.11;-365.974
1675.94;-340.64
1666.88;-310.594
1677.6;-296.954
1684.06;-280.143
1700.75;-270.871
1710.77;-256.645
1725.53;-245.572
1733.43;-229.838
1742.73;-215.049
1713.92;-177.661
1722.31;-163.22
1731.32;-149.113
1742.76;-136.229
1755.79;-123.983
1765.04;-109.686
1770.42;-93.5282
1774.58;-76.9093
1769.21;-56.416
1767.11;-37.7062
1786.16;-27.2975
1784.38;-8.92678
1791.71;6.07899
1801.65;20.333
1803.7;37.1353
1815.07;51.2211
1826.22;65.6216
1842.01;79.1517
1849.8;94.9126
1842.64;113.907
1859.69;127.961
1866.67;144.229
1864.47;162.04
1866.91;179.057
1874.02;195.534
1891.8;211.134
1873.44;230.246
1874.69;247.41
1905.61;263.199
1910.28;280.803
1910.64;298.601
1907.69;316.386
1905.43;334.087
1928.84;352.772
1923.95;370.651
1948.66;390.641
1927.19;407.232
1939.25;426.852
1954.91;447.433
1978.09;469.756
1940.6;483.03
1947.27;503.122
1952.57;523.301
2208.54;598.644
2193.58;619.292
2213.18;648.423
2212.87;673.039
2213.05;698.028
2217.54;724.623
2226.24;753.065
2104.14;736.237
2062.77;744.836
2249.68;841.278
2236.51;863.394
2231.24;888.777
2234.61;918.268
2231.93;945.481
2231.4;974.116
2255.14;1015.78
2226.78;1030.94
2253.23;1076.2
2252.6;1107.44
4324.2;2401.18
4359.85;2506.78
4274.21;2536.22
890.706;310.367
890.706;310.367
890.706;310.367
890.706;310.367
890.706;310.367
890.706;310.367
890.706;310.367
890.706;310.367
2380.14;1667.5
3511.91;2783.84
3474.06;2834.81
3402.9;2852.48
3327.78;2864.1
3265.22;2887.13
3181.33;2884.84
3155.6;2947.19
3079.24;2950.13
3029.09;2983.24
2954.01;2983.74
2910.02;3023.35
2829.72;3012.68
2776.01;3037.06
2732.01;3075.37
2669.44;3085.2
890.706;310.367
890.706;310.367
890.706;310.367
890.706;310.367
890.706;310.367
890.706;310.367
890.706;310.367
890.706;310.367
2374.8;3697.5
2354.76;3817.01
2277.09;3801.13
2220.19;3836.03
2154.76;3848.33
2092.5;3868.91
2037.8;3913.16
1979.05;3947
1918.38;3976.03
1854.25;3993.41
1787.7;4000.92
1725.34;4025.77
1665.63;4065.23
1596.1;4057.55
1536.97;4106.75
890.706;310.367
1275.84;3173.58
1223.14;3157.02
1174.59;3174.33
1126.27;3199.78
1077.85;3235.38
1043.77;3603.81
1000.47;4095.77
933.177;3992.12
