x,y
48,112
49,112
149,112
0,113
1,113
17,113
18,113
48,113
49,113
149,113
0,114
1,114
17,114
18,114
48,114
49,114
149,114
0,115
1,115
17,115
18,115
48,115
49,115
149,115
0,116
1,116
17,116
18,116
48,116
49,116
149,116
0,117
1,117
17,117
18,117
47,117
48,117
149,117
0,118
1,118
17,118
18,118
47,118
48,118
149,118
0,119
1,119
17,119
18,119
47,119
48,119
149,119
0,120
1,120
16,120
17,120
47,120
48,120
149,120
0,121
1,121
16,121
17,121
47,121
48,121
149,121
0,122
1,122
16,122
17,122
47,122
48,122
99,122
100,122
101,122
102,122
103,122
104,122
105,122
106,122
107,122
108,122
109,122
110,122
149,122
0,123
1,123
16,123
17,123
47,123
48,123
99,123
100,123
101,123
102,123
103,123
104,123
105,123
106,123
107,123
108,123
109,123
110,123
149,123
0,124
1,124
16,124
17,124
46,124
47,124
99,124
100,124
109,124
110,124
149,124
0,125
1,125
16,125
17,125
46,125
47,125
99,125
100,125
109,125
110,125
149,125
0,126
1,126
16,126
17,126
46,126
47,126
99,126
100,126
109,126
110,126
149,126
0,127
1,127
15,127
16,127
46,127
47,127
99,127
100,127
109,127
110,127
149,127
0,128
1,128
15,128
16,128
46,128
47,128
99,128
100,128
109,128
110,128
149,128
0,129
1,129
15,129
16,129
46,129
47,129
99,129
100,129
109,129
110,129
149,129
0,130
1,130
15,130
16,130
46,130
47,130
99,130
100,130
109,130
110,130
149,130
0,131
1,131
15,131
16,131
45,131
46,131
99,131
100,131
109,131
110,131
149,131
0,132
1,132
15,132
16,132
45,132
46,132
99,132
100,132
101,132
102,132
103,132
104,132
105,132
106,132
107,132
108,132
109,132
110,132
149,132
0,133
1,133
15,133
16,133
45,133
46,133
100,133
101,133
102,133
103,133
104,133
105,133
106,133
107,133
108,133
109,133
110,133
149,133
0,134
1,134
14,134
15,134
45,134
46,134
149,134
0,135
1,135
14,135
15,135
45,135
46,135
149,135
0,136
1,136
14,136
15,136
45,136
46,136
149,136
0,137
1,137
14,137
15,137
16,137
17,137
18,137
19,137
20,137
21,137
22,137
45,137
46,137
149,137
0,138
1,138
16,138
17,138
18,138
19,138
20,138
21,138
22,138
23,138
24,138
25,138
26,138
27,138
28,138
29,138
30,138
44,138
45,138
46,138
149,138
0,139
1,139
23,139
24,139
25,139
26,139
27,139
28,139
29,139
30,139
31,139
32,139
33,139
34,139
35,139
36,139
37,139
44,139
45,139
149,139
0,140
1,140
30,140
31,140
32,140
33,140
34,140
35,140
36,140
37,140
38,140
39,140
40,140
41,140
42,140
43,140
44,140
45,140
149,140
0,141
1,141
37,141
38,141
39,141
40,141
41,141
42,141
43,141
44,141
45,141
149,141
0,142
1,142
149,142
0,143
1,143
149,143
0,144
1,144
149,144
0,145
1,145
149,145
0,146
1,146
149,146
0,147
1,147
149,147
0,148
1,148
2,148
3,148
4,148
5,148
6,148
7,148
8,148
9,148
10,148
11,148
12,148
13,148
14,148
15,148
16,148
17,148
18,148
19,148
20,148
21,148
22,148
23,148
24,148
25,148
26,148
27,148
28,148
29,148
30,148
31,148
32,148
33,148
34,148
35,148
36,148
37,148
38,148
39,148
40,148
41,148
42,148
43,148
44,148
45,148
46,148
47,148
48,148
49,148
50,148
51,148
52,148
53,148
54,148
55,148
56,148
57,148
58,148
59,148
60,148
61,148
62,148
63,148
64,148
65,148
66,148
67,148
68,148
69,148
70,148
71,148
72,148
73,148
74,148
75,148
76,148
77,148
78,148
79,148
80,148
81,148
82,148
83,148
84,148
85,148
86,148
87,148
88,148
89,148
90,148
91,148
92,148
93,148
94,148
95,148
96,148
97,148
98,148
99,148
100,148
101,148
102,148
103,148
104,148
105,148
106,148
107,148
108,148
109,148
110,148
111,148
112,148
113,148
114,148
115,148
116,148
117,148
118,148
119,148
120,148
121,148
122,148
123,148
124,148
125,148
126,148
127,148
128,148
129,148
130,148
131,148
132,148
133,148
134,148
135,148
136,148
137,148
138,148
139,148
140,148
141,148
142,148
143,148
144,148
145,148
146,148
147,148
148,148
149,148
0,149
1,149
2,149
3,149
4,149
5,149
6,149
7,149
8,149
9,149
10,149
11,149
12,149
13,149
14,149
15,149
16,149
17,149
18,149
19,149
20,149
21,149
22,149
23,149
24,149
25,149
26,149
27,149
28,149
29,149
30,149
31,149
32,149
33,149
34,149
35,149
36,149
37,149
38,149
39,149
40,149
41,149
42,149
43,149
44,149
45,149
46,149
47,149
48,149
49,149
50,149
51,149
52,149
53,149
54,149
55,149
56,149
57,149
58,149
59,149
60,149
61,149
62,149
63,149
64,149
65,149
66,149
67,149
68,149
69,149
70,149
71,149
72,149
73,149
74,149
75,149
76,149
77,149
78,149
79,149
80,149
81,149
82,149
83,149
84,149
85,149
86,149
87,149
88,149
89,149
90,149
91,149
92,149
93,149
94,149
95,149
96,149
97,149
98,149
99,149
100,149
101,149
102,149
103,149
104,149
105,149
106,149
107,149
108,149
109,149
110,149
111,149
112,149
113,149
114,149
115,149
116,149
117,149
118,149
119,149
120,149
121,149
122,149
123,149
124,149
125,149
126,149
127,149
128,149
129,149
130,149
131,149
132,149
133,149
134,149
135,149
136,149
137,149
138,149
139,149
140,149
141,149
142,149
143,149
144,149
145,149
146,149
147,149
148,149
149,149
