297.16,-60.72,-590.64
409.4,23.0,-511.52
409.4,23.0,-511.52
409.4,23.0,-511.52
409.4,23.0,-511.52
409.4,23.0,-511.52
409.4,23.0,-511.52
508.76,-20.24,-403.88
508.76,-20.24,-403.88
508.76,-20.24,-403.88
508.76,-20.24,-403.88
508.76,-20.24,-403.88
508.76,-112.24,-403.88
558.44,-112.24,-264.04
558.44,-112.24,-264.04
558.44,-112.24,-264.04
558.44,-112.24,-264.04
558.44,-112.24,-264.04
547.4,-180.32,-144.44
547.4,-180.32,-144.44
547.4,-180.32,-144.44
547.4,-180.32,-144.44
547.4,-180.32,-144.44
547.4,-180.32,-144.44
505.08,-233.68,-53.36
505.08,-233.68,-53.36
505.08,-233.68,-53.36
505.08,-233.68,-53.36
505.08,-233.68,-53.36
505.08,-233.68,-53.36
442.52,-281.52,18.4
442.52,-281.52,18.4
442.52,-281.52,18.4
442.52,-281.52,18.4
442.52,-281.52,18.4
442.52,-281.52,18.4
354.2,-337.64,77.28
354.2,-337.64,77.28
354.2,-337.64,77.28
354.2,-337.64,77.28
354.2,-337.64,77.28
230.0,-368.0,129.72
230.0,-368.0,129.72
230.0,-368.0,129.72
230.0,-368.0,129.72
230.0,-368.0,129.72
230.0,-368.0,129.72
116.84,-350.52,183.08
116.84,-350.52,183.08
116.84,-350.52,183.08
116.84,-350.52,183.08
116.84,-350.52,183.08
116.84,-350.52,183.08
20.24,-311.88,215.28
20.24,-311.88,215.28
20.24,-311.88,215.28
20.24,-311.88,215.28
20.24,-311.88,215.28
20.24,-311.88,215.28
-95.68,-265.88,227.24
-95.68,-265.88,227.24
-95.68,-265.88,227.24
-95.68,-265.88,227.24
-95.68,-265.88,227.24
-95.68,-265.88,227.24
-180.32,-237.36,219.88
-180.32,-237.36,219.88
-180.32,-237.36,219.88
-180.32,-237.36,219.88
-180.32,-237.36,219.88
-216.2,-265.88,183.08
-216.2,-265.88,183.08
-216.2,-265.88,183.08
-216.2,-265.88,183.08
-216.2,-265.88,183.08
-216.2,-265.88,183.08
-234.6,-311.88,146.28
-234.6,-311.88,146.28
-234.6,-311.88,146.28
-234.6,-311.88,146.28
-234.6,-311.88,146.28
-234.6,-311.88,146.28
-222.64,-354.2,119.6
-222.64,-354.2,119.6
-222.64,-354.2,119.6
-222.64,-354.2,119.6
-222.64,-354.2,119.6
-222.64,-354.2,119.6
-230.92,-386.4,81.88
-230.92,-386.4,81.88
-230.92,-386.4,81.88
-230.92,-386.4,81.88
-230.92,-386.4,81.88
-230.92,-386.4,81.88
-243.8,-405.72,48.76
-243.8,-405.72,48.76
-243.8,-405.72,48.76
-243.8,-405.72,48.76
-243.8,-405.72,48.76
-292.56,-351.44,61.64
-292.56,-351.44,61.64
-292.56,-351.44,61.64
-292.56,-351.44,61.64
-292.56,-351.44,61.64
-292.56,-351.44,61.64
-340.4,-260.36,87.4
-340.4,-260.36,87.4
-340.4,-260.36,87.4
-340.4,-260.36,87.4
-340.4,-260.36,87.4
-340.4,-260.36,87.4
-396.52,-124.2,103.04
-396.52,-124.2,103.04
-396.52,-124.2,103.04
-396.52,-124.2,103.04
-396.52,-124.2,103.04
-396.52,-124.2,103.04
-435.16,5.52,71.76
-435.16,5.52,71.76
-435.16,5.52,71.76
-435.16,5.52,71.76
-435.16,5.52,71.76
-435.16,5.52,71.76
-435.16,5.52,71.76
-435.16,5.52,71.76
-435.16,5.52,71.76
-435.16,5.52,71.76
-435.16,5.52,71.76
-459.08,175.72,-110.4
-459.08,175.72,-110.4
-459.08,175.72,-110.4
-459.08,175.72,-110.4
-459.08,175.72,-110.4
-459.08,175.72,-110.4
-433.32,195.04,-234.6
-433.32,195.04,-234.6
-433.32,195.04,-234.6
-433.32,195.04,-234.6
-433.32,195.04,-234.6
-433.32,195.04,-234.6
-367.08,207.92,-356.96
-367.08,207.92,-356.96
-367.08,207.92,-356.96
-367.08,207.92,-356.96
-367.08,207.92,-356.96
-367.08,207.92,-356.96
-269.56,181.24,-470.12
-269.56,181.24,-470.12
-269.56,181.24,-470.12
-269.56,181.24,-470.12
-269.56,181.24,-470.12
-173.88,124.2,-540.04
-173.88,124.2,-540.04
-173.88,124.2,-540.04
-173.88,124.2,-540.04
-173.88,124.2,-540.04
-173.88,124.2,-540.04
-77.28,73.6,-593.4
-77.28,73.6,-593.4
-77.28,73.6,-593.4
-77.28,73.6,-593.4
-77.28,73.6,-593.4
-77.28,73.6,-593.4
51.52,13.8,-623.76
51.52,13.8,-623.76
51.52,13.8,-623.76
51.52,13.8,-623.76
51.52,13.8,-623.76
51.52,13.8,-623.76
189.52,-52.44,-621.0
189.52,-52.44,-621.0
189.52,-52.44,-621.0
189.52,-52.44,-621.0
189.52,-52.44,-621.0
189.52,-52.44,-621.0
305.44,-104.88,-581.44
305.44,-104.88,-581.44
305.44,-104.88,-581.44
305.44,-104.88,-581.44
305.44,-104.88,-581.44
386.4,-155.48,-532.68
386.4,-155.48,-532.68
386.4,-155.48,-532.68
386.4,-155.48,-532.68
386.4,-155.48,-532.68
386.4,-155.48,-532.68
448.96,-182.16,-479.32
448.96,-182.16,-479.32
448.96,-182.16,-479.32
448.96,-182.16,-479.32
448.96,-182.16,-479.32
448.96,-182.16,-479.32
483.92,-179.4,-437.92
483.92,-179.4,-437.92
483.92,-179.4,-437.92
483.92,-179.4,-437.92
483.92,-179.4,-437.92
483.92,-179.4,-437.92
501.4,-208.84,-395.6
501.4,-208.84,-395.6
501.4,-208.84,-395.6
501.4,-208.84,-395.6
501.4,-208.84,-395.6
501.4,-208.84,-395.6
501.4,-208.84,-395.6
501.4,-208.84,-395.6
501.4,-208.84,-395.6
501.4,-208.84,-395.6
501.4,-208.84,-395.6
545.56,-193.2,-277.84
545.56,-193.2,-277.84
545.56,-193.2,-277.84
545.56,-193.2,-277.84
545.56,-193.2,-277.84
545.56,-193.2,-277.84
541.88,-240.12,-212.52
541.88,-240.12,-212.52
541.88,-240.12,-212.52
541.88,-240.12,-212.52
541.88,-240.12,-212.52
541.88,-240.12,-212.52
516.12,-291.64,-161.92
516.12,-291.64,-161.92
516.12,-291.64,-161.92
516.12,-291.64,-161.92
516.12,-291.64,-161.92
516.12,-291.64,-161.92
474.72,-322.92,-79.12
474.72,-322.92,-79.12
474.72,-322.92,-79.12
474.72,-322.92,-79.12
